kinase,kinase2,cor_cancer,lrt_cancer,eFDR_cancer
ATM,BMPR2,-0.428171848019132,2.12154183160555,0.239877300613116
ATM,BMX,-0.510218140780821,8.06010236275984,0.0119791666666343
ATM,BRAF,-0.518068830658241,9.58610876745024,0.0064705882352744
ATM,BRSK1,-0.390967999590911,4.16325585116806,0.0806201550385978
ATM,BRSK2,-0.14548051588075,0.446029029191323,0.620863309351747
ATM,BTK,-0.0137461247339107,0.0232667921902703,0.909128630704417
ATM,BUB1,0.74928928930462,26.5954910930872,0.000192678227360308
ATM,BUB1B,0.845814555999786,32.4424414576844,0.000192678227360308
ATM,CAMK1,-0.650604819404828,27.9246637106028,0.000192678227360308
ATM,CAMK1D,-0.602611061044969,18.744343357838,0.000192678227360308
ATM,CAMK1G,-0.764050066022183,36.4285783439694,0.000192678227360308
ATM,CAMK2A,-0.823418602840873,39.0674907725341,0.000192678227360308
ATM,CAMK2B,-0.736209349251563,35.0505019884821,0.000192678227360308
ATM,CAMK2D,-0.743062236670227,31.8925688315296,0.000192678227360308
ATM,CAMK2G,-0.716190760692932,35.4316468049404,0.000192678227360308
ATM,CAMK4,-0.610109227739397,23.7204167242072,0.000192678227360308
ATM,CAMKK1,-0.715694028949851,29.9697502078572,0.000192678227360308
ATM,CAMKK2,-0.542876701931993,19.4926875714285,0.000192678227360308
ATM,CAMKV,-0.719050911259537,18.3104019260078,0.000192678227360308
ATM,CASK,-0.951239856187856,35.1729532615209,0.000192678227360308
ATM,CDC42BPA,-0.256141447492583,2.82262877588789,0.160396039603686
ATM,CDC42BPB,-0.131522419766679,0.324291585259289,0.670344827585409
ATM,CDC42BPG,-0.661760526350506,23.6213484408303,0.000192678227360308
ATM,CDC7,0.707381512250518,30.2047346194806,0.000192678227360308
ATM,CDK1,0.770348449174267,31.9129219957922,0.000192678227360308
ATM,CDK10,0.539836574014248,8.00184873055594,0.0119170984455639
ATM,CDK11A,0.747357355589347,25.9076473161879,0.000192678227360308
ATM,CDK11B,0.526302973853196,11.1420070395639,0.00193548387096127
ATM,CDK12,0.815976366498488,27.6470207068829,0.000192678227360308
ATM,CDK13,0.788176319600764,22.4904395561576,0.000192678227360308
ATM,CDK14,0.0992285811081043,0.192076439894663,0.747671840353909
ATM,CDK15,0.330406461173898,5.1192261601235,0.0506329113922944
ATM,CDK16,0.229872221926403,1.63703491052604,0.306232294617114
ATM,CDK17,0.651949569195879,8.28342784550966,0.0112903225806137
ATM,CDK18,0.287467177471235,2.63145697362165,0.179611650485136
ATM,CDK19,0.840108698757939,29.438817102298,0.000192678227360308
ATM,CDK2,0.783466718783868,31.0793159064751,0.000192678227360308
ATM,CDK20,0.403451820445983,4.48104121460403,0.0688976377951351
ATM,CDK3,0.520221161696028,10.7841967687248,0.00188679245282404
ATM,CDK4,0.79560958681121,29.8075935361671,0.000192678227360308
ATM,CDK5,-0.534503299073607,13.108446573358,0.00156249999999368
ATM,CDK6,0.879466526806937,38.3887891427416,0.000192678227360308
ATM,CDK7,0.862439934217371,31.5557546812851,0.000192678227360308
ATM,CDK8,0.923131938151197,34.3515087485506,0.000192678227360308
ATM,CDK9,0.871511361614711,31.619849009051,0.000192678227360308
ATM,CDKL1,0.362977022995492,8.07042215338856,0.0120418848167213
ATM,CDKL2,-0.509322600573087,21.1058825850494,0.000192678227360308
ATM,CDKL3,0.163270588925594,2.66074040940998,0.17654723127006
ATM,CDKL4,-0.290990220471525,4.81653917585322,0.0558232931725746
ATM,CDKL5,-0.184543555985891,2.97314748970314,0.148993288590345
ATM,CHEK1,0.884585696901005,38.8623173017103,0.000192678227360308
ATM,CHEK2,0.859570031788959,36.5486428304146,0.000192678227360308
ATM,CHUK,0.329789142784622,9.18560686794774,0.00751445086702952
ATM,CILK1,0.529302276319802,9.01233963209825,0.00790960451975086
ATM,CIT,-0.272465700677688,4.85602623654029,0.0550607287448238
