Variable	HR	CI_lower	CI_upper
prog.combined	0.0530639295856697	0.0122877691626201	0.229153118504101
Grade	0.572986557682203	0.077413297694752	4.24104908408724
Midline	1.5563638535387	0.247163720763864	9.80025886127534
ado	1.86801487871124	0.253457847495749	13.7674947592423
tumor	2.54946763581168	0.17773971726437	36.5691209938373
mut_H33A	3.90960973720305	0.816279069299801	18.7252728534915
